Date,Open,High,Low,Close,Adj Close,Volume
2000-01-03,57.381756,58.189949,56.20055,56.387054000000006,37.311695,2111900
2000-01-04,56.076214,56.13838199999999,53.775969999999994,55.392357,36.653492,2684500
2000-01-05,55.454525,55.951874,54.39765500000001,54.646331999999994,36.159863,2991500
2000-01-06,55.205849,55.827538,54.211151,55.703201,36.859169,2400700
2000-01-07,56.449226,59.060314,56.13838199999999,58.687302,38.833767,3964400
2000-01-10,59.122482,59.557663,58.00344499999999,58.998142,39.039459,1475200
2000-01-11,59.619831000000005,59.868506999999994,58.438625,58.562962,38.751511,2655000
2000-01-12,59.060314,59.433327,58.749469999999995,59.122482,39.121753999999996,2057100
2000-01-13,59.619831000000005,59.681999,59.18465,59.557663,39.409690999999995,1552100
2000-01-14,59.681999,60.179352,58.935974,59.557663,39.409690999999995,2562500
2000-01-18,59.433327,60.055012,57.319588,58.687302,38.833767,3201200
2000-01-19,58.687302,58.687302,52.221748,53.962475,35.70734,11471400
2000-01-20,54.211151,54.957176000000004,52.28392,52.594761,34.802307,5220800
2000-01-21,52.719101,52.843437,49.672832,51.040543,33.773865,5092200
2000-01-24,51.164883,51.164883,46.7509,47.496925,31.429024,6981600
2000-01-25,46.004875,47.68343,44.761501,47.310417,31.305618,5071000
2000-01-26,47.68343,48.24295,45.880539,47.372589000000005,31.346756,4795900
2000-01-27,46.875237,47.932106,44.388489,46.004875,30.441734000000004,4715900
2000-01-28,44.885838,46.377888,44.574993,44.948006,29.742386,3156800
2000-01-31,44.948006,47.745602000000005,44.948006,47.745602000000005,31.593590000000003,3410700
2000-02-01,47.745602000000005,48.118614,46.875237,47.248249,31.264498,2865700
2000-02-02,47.745602000000005,48.740299,47.496925,47.994274,31.758127,2612700
2000-02-03,47.994274,48.740299,46.502224,47.248249,31.264498,2458100
2000-02-04,47.248249,47.434757,46.004875,47.123913,31.182198,3671400
2000-02-07,46.7509,46.7509,44.264148999999996,44.761501,29.618979,2670700
2000-02-08,45.756199,46.688732,44.699329,45.010174,29.783533000000002,4521000
2000-02-09,44.264148999999996,44.699329,42.27475,43.518124,28.796238,3726300
2000-02-10,43.020775,44.201980999999996,42.150414000000005,43.020775,28.467131,3185000
2000-02-11,42.27475,44.201980999999996,42.026073,42.026073,27.808933000000003,3257200
2000-02-14,43.020775,44.637161,42.399086,42.399086,28.055763,3263900
2000-02-15,42.647762,46.377888,42.523426,46.067043,30.482876,3428000
2000-02-16,45.880539,45.880539,44.388489,44.637161,29.657089000000003,2743500
2000-02-17,46.004875,46.626564,45.196682,46.19138,30.689711,2397700
2000-02-18,45.942707,46.129211,43.704632000000004,44.077644,29.285349,2405300
2000-02-22,43.828967999999996,46.999577,42.772099,46.999577,31.226684999999996,2482900
2000-02-23,46.999577,46.999577,43.704632000000004,44.948006,29.863625,2205200
2000-02-24,44.948006,45.818366999999995,42.336918,45.507526,30.235365,3522200
2000-02-25,45.507526,46.502224,44.139812,46.31572,30.772333000000003,2586200
2000-02-28,46.377888,48.491627,45.196682,47.745602000000005,31.722351,2923800
2000-02-29,48.740299,49.610664,47.559093,47.869938,31.80497,2686700
2000-03-01,48.740299,49.424155999999996,46.31572,47.869938,31.80497,2290700
2000-03-02,47.869938,47.869938,44.761501,45.631863,30.317971999999997,2291500
2000-03-03,45.880539,48.180782,44.512825,45.25885,30.070134999999997,3174500
2000-03-06,45.507526,45.507526,43.7668,44.077644,29.285349,2318600
2000-03-07,43.269451000000004,43.393786999999996,40.969208,41.590893,27.633139,3186200
2000-03-08,41.466557,42.896439,40.098843,42.461258,28.211418,4379600
2000-03-09,44.139812,44.885838,42.585594,43.7668,29.078825,4704100
2000-03-10,45.25885,45.383186,43.642464000000004,45.134514,29.987543,3255800
2000-03-13,44.637161,45.196682,43.642464000000004,44.388489,29.491875,2145600
2000-03-14,44.450657,45.756199,44.015476,44.761501,29.739708,2345000
2000-03-15,43.891135999999996,46.253551,43.269451000000004,45.694031,30.359291,4017800
2000-03-16,47.621262,50.045845,46.31572,49.486323999999996,32.878902000000004,3997200
2000-03-17,48.367287,49.361988000000004,46.626564,46.626564,30.978849,4388000
2000-03-20,47.496925,49.610664,46.004875,47.248249,31.391904999999998,3428100
2000-03-21,46.7509,49.735001000000004,46.688732,49.735001000000004,33.044117,3083700
2000-03-22,49.113312,49.113312,46.004875,46.004875,30.565796000000002,2882100
2000-03-23,46.502224,47.372589000000005,45.631863,46.004875,30.565796000000002,3280800
2000-03-24,46.067043,49.424155999999996,45.756199,49.361988000000004,32.796284,3024800
2000-03-27,48.491627,49.051144,46.7509,47.745602000000005,31.722351,2912800
2000-03-28,47.123913,48.367287,46.377888,46.564392,30.937541999999997,2325400
2000-03-29,46.377888,49.361988000000004,46.377888,48.740299,32.383236,2502400
2000-03-30,48.802467,51.973076,48.740299,51.227051,34.035441999999996,4974100
2000-03-31,52.719101,53.713799,50.854038,52.408257,34.820236,4061200
2000-04-03,54.7085,54.7085,53.029945,54.086811,35.935474,3350800
2000-04-04,54.584164,54.957176000000004,51.600063,53.465126,35.52243,2863500
2000-04-05,53.21645,54.584164,52.470425,52.470425,34.861542,1907500
2000-04-06,52.967773,53.402958,50.729698,51.848735999999995,34.448479,1765300
2000-04-07,51.475722999999995,52.843437,51.227051,51.351387,34.118061,1266600
2000-04-10,51.351387,54.521995999999994,50.854038,53.21645,35.357193,2238600
2000-04-11,53.962475,56.449226,53.838139,55.76536899999999,37.050713,2775200
2000-04-12,55.081512,55.578860999999996,52.221748,52.594761,34.944153,1986500
2000-04-13,55.454525,56.697899,52.967773,55.14368100000001,36.637665000000005,4329500
2000-04-14,52.719101,55.76536899999999,52.28392,53.838139,35.770247999999995,3222900
2000-04-17,52.470425,54.957176000000004,52.470425,54.7085,36.348526,2208600
2000-04-18,53.962475,54.646331999999994,53.092113,53.465126,35.52243,2238600
2000-04-19,54.646331999999994,55.268021,53.651630000000004,54.024643000000005,35.89418,2230800
2000-04-20,54.024643000000005,56.697899,53.775969999999994,56.697899,37.670291999999996,2210300
2000-04-24,55.703201,58.065613,55.703201,55.951874,37.174622,2859200
2000-04-25,56.573563,58.127781000000006,55.951874,57.506092,38.207256,2514300
2000-04-26,57.6926,58.065613,54.646331999999994,55.392357,36.802879,2244300
2000-04-27,53.962475,56.13838199999999,53.775969999999994,55.019344,36.555058,2138200
2000-04-28,55.454525,56.63573100000001,54.024643000000005,55.703201,37.009411,1832300
2000-05-01,54.832836,55.889706000000004,54.148982999999994,55.205849,36.678974,1286000
2000-05-02,54.459824,54.895008,53.340786,53.713799,35.687656,1935400
2000-05-03,54.459824,54.584164,53.278618,53.900307,35.811562,1327700
2000-05-04,53.527294,54.148982999999994,52.594761,52.967773,35.191982,2724200
2000-05-05,52.221748,54.895008,52.097412,54.024643000000005,35.89418,1541400
2000-05-08,53.21645,54.584164,53.092113,54.024643000000005,35.89418,802700
2000-05-09,53.029945,54.335487,53.029945,53.713799,35.687656,1164900
2000-05-10,53.775969999999994,54.086811,52.470425,53.527294,35.563744,1161300
2000-05-11,54.211151,54.39765500000001,53.154281999999995,53.340786,35.439816,1510500
2000-05-12,52.967773,54.211151,52.719101,52.936642000000006,35.171303,1132200
2000-05-15,53.465126,56.13838199999999,53.465126,55.268021,36.720284,2203000
2000-05-16,55.951874,56.697899,55.516693000000004,55.827538,37.092009999999995,1831800
2000-05-17,53.838139,54.584164,53.713799,53.838139,35.89048,1872100
2000-05-18,53.838139,55.330189000000004,53.838139,54.692882999999995,36.460285,986400
2000-05-19,54.7085,55.14368100000001,53.838139,53.962475,35.973362,2123400
2000-05-22,54.211151,54.211151,52.221748,52.967773,35.310276,944900
